customer_id,signup_date,city,acquisition_channel,checkout_variant,signup_month
972,2025-05-10,Bengaluru,paid_social,variant,2025-05
973,2025-05-23,Bengaluru,organic_search,variant,2025-05
974,2025-05-21,Kolkata,referral,control,2025-05
975,2025-03-23,Delhi,paid_social,variant,2025-03
976,2025-04-22,Mumbai,organic_search,control,2025-04
977,2025-03-17,Kolkata,direct,control,2025-03
978,2025-06-02,Bengaluru,organic_search,control,2025-06
979,2025-05-25,Kolkata,direct,variant,2025-05
980,2025-06-16,Pune,email,variant,2025-06
981,2025-06-24,Ahmedabad,referral,control,2025-06
982,2025-07-25,Pune,referral,control,2025-07
983,2025-06-04,Kolkata,organic_search,control,2025-06
984,2025-06-10,Kolkata,direct,control,2025-06
985,2025-06-04,Delhi,organic_search,variant,2025-06
986,2025-05-31,Ahmedabad,email,control,2025-05
987,2025-06-26,Chennai,paid_social,control,2025-06
988,2025-04-25,Mumbai,organic_search,variant,2025-04
989,2025-04-26,Mumbai,organic_search,control,2025-04
990,2025-07-23,Bengaluru,organic_search,variant,2025-07
991,2025-05-18,Mumbai,organic_search,variant,2025-05
992,2025-06-13,Bengaluru,organic_search,variant,2025-06
993,2025-04-27,Ahmedabad,referral,variant,2025-04
994,2025-05-15,Hyderabad,paid_social,control,2025-05
995,2025-06-16,Mumbai,direct,variant,2025-06
996,2025-06-04,Hyderabad,direct,variant,2025-06
997,2025-06-19,Delhi,email,control,2025-06
998,2025-05-22,Kolkata,paid_social,variant,2025-05
999,2025-08-16,Mumbai,direct,variant,2025-08
1000,2025-06-12,Kolkata,email,variant,2025-06
1001,2025-07-04,Hyderabad,email,variant,2025-07
1002,2025-06-29,Mumbai,referral,control,2025-06
1003,2025-06-16,Chennai,paid_social,variant,2025-06
1004,2025-08-17,Hyderabad,paid_social,variant,2025-08
1005,2025-03-22,Kolkata,direct,variant,2025-03
1006,2025-08-24,Pune,paid_social,control,2025-08
1007,2025-08-11,Kolkata,direct,variant,2025-08
1008,2025-06-22,Hyderabad,organic_search,variant,2025-06
1009,2025-07-19,Mumbai,organic_search,control,2025-07
1010,2025-06-06,Delhi,paid_social,variant,2025-06
1011,2025-04-23,Hyderabad,organic_search,variant,2025-04
1012,2025-06-30,Hyderabad,referral,variant,2025-06
1013,2025-04-16,Kolkata,organic_search,variant,2025-04
1014,2025-04-26,Hyderabad,email,control,2025-04
1015,2025-06-17,Kolkata,organic_search,variant,2025-06
1016,2025-08-24,Delhi,referral,variant,2025-08
1017,2025-05-01,Hyderabad,paid_social,variant,2025-05
1018,2025-05-14,Kolkata,organic_search,control,2025-05
1019,2025-03-22,Mumbai,organic_search,control,2025-03
1020,2025-03-18,Bengaluru,paid_social,variant,2025-03
1021,2025-03-25,Kolkata,referral,control,2025-03
1022,2025-03-13,Pune,referral,variant,2025-03
1023,2025-08-17,Kolkata,organic_search,variant,2025-08
1024,2025-08-09,Pune,paid_social,variant,2025-08
1025,2025-07-23,Kolkata,organic_search,control,2025-07
1026,2025-03-04,Ahmedabad,paid_social,variant,2025-03
1027,2025-03-08,Ahmedabad,paid_social,control,2025-03
1028,2025-04-02,Mumbai,organic_search,variant,2025-04
1029,2025-06-18,Pune,email,control,2025-06
1030,2025-05-06,Mumbai,direct,variant,2025-05
1031,2025-05-08,Delhi,organic_search,control,2025-05
1032,2025-04-23,Bengaluru,organic_search,control,2025-04
1033,2025-07-09,Chennai,organic_search,variant,2025-07
1034,2025-04-04,Hyderabad,organic_search,variant,2025-04
1035,2025-03-01,Kolkata,organic_search,variant,2025-03
1036,2025-07-05,Bengaluru,email,variant,2025-07
1037,2025-08-23,Pune,organic_search,variant,2025-08
1038,2025-03-16,Kolkata,email,control,2025-03
1039,2025-05-27,Ahmedabad,direct,variant,2025-05
1040,2025-07-05,Delhi,referral,variant,2025-07
1041,2025-07-08,Chennai,email,variant,2025-07
1042,2025-08-02,Mumbai,organic_search,control,2025-08
1043,2025-05-11,Pune,organic_search,variant,2025-05
1044,2025-05-15,Hyderabad,organic_search,control,2025-05
1045,2025-07-21,Ahmedabad,referral,variant,2025-07
1046,2025-03-11,Kolkata,referral,variant,2025-03
1047,2025-04-21,Ahmedabad,paid_social,variant,2025-04
1048,2025-06-16,Kolkata,organic_search,control,2025-06
1049,2025-07-07,Hyderabad,paid_social,control,2025-07
1050,2025-03-26,Chennai,organic_search,control,2025-03
1051,2025-06-11,Mumbai,referral,control,2025-06
1052,2025-05-04,Pune,organic_search,control,2025-05
1053,2025-06-25,Mumbai,paid_social,variant,2025-06
1054,2025-08-23,Chennai,paid_social,control,2025-08
1055,2025-03-02,Ahmedabad,organic_search,control,2025-03
1056,2025-08-23,Chennai,paid_social,variant,2025-08
1057,2025-05-26,Kolkata,direct,control,2025-05
1058,2025-07-22,Delhi,organic_search,control,2025-07
1059,2025-05-07,Ahmedabad,paid_social,variant,2025-05
1060,2025-04-17,Pune,paid_social,control,2025-04
1061,2025-07-14,Chennai,organic_search,control,2025-07
1062,2025-07-16,Kolkata,organic_search,variant,2025-07
1063,2025-03-18,Chennai,organic_search,control,2025-03
1064,2025-07-16,Bengaluru,organic_search,control,2025-07
1065,2025-07-13,Pune,paid_social,control,2025-07
1066,2025-05-19,Chennai,direct,control,2025-05
1067,2025-08-12,Kolkata,email,variant,2025-08
1068,2025-05-30,Hyderabad,referral,control,2025-05
1069,2025-04-30,Pune,paid_social,control,2025-04
1070,2025-03-27,Pune,email,control,2025-03
1071,2025-07-24,Mumbai,email,variant,2025-07
1072,2025-04-16,Mumbai,organic_search,control,2025-04
1073,2025-07-03,Mumbai,organic_search,variant,2025-07
1074,2025-06-20,Chennai,paid_social,control,2025-06
1075,2025-05-04,Hyderabad,direct,variant,2025-05
1076,2025-03-11,Kolkata,paid_social,control,2025-03
1077,2025-07-08,Chennai,organic_search,control,2025-07
1078,2025-03-01,Delhi,referral,variant,2025-03
1079,2025-05-22,Mumbai,organic_search,control,2025-05
1080,2025-08-12,Bengaluru,referral,variant,2025-08
1081,2025-08-06,Ahmedabad,direct,variant,2025-08
1082,2025-08-12,Mumbai,direct,variant,2025-08
1083,2025-07-29,Delhi,direct,control,2025-07
1084,2025-06-11,Mumbai,organic_search,variant,2025-06
1085,2025-04-14,Hyderabad,email,control,2025-04
1086,2025-08-07,Ahmedabad,direct,variant,2025-08
1087,2025-07-22,Chennai,email,variant,2025-07
1088,2025-08-04,Hyderabad,organic_search,variant,2025-08
1089,2025-06-02,Delhi,organic_search,variant,2025-06
1090,2025-03-15,Bengaluru,organic_search,variant,2025-03
1091,2025-06-23,Pune,paid_social,variant,2025-06
1092,2025-05-10,Bengaluru,paid_social,control,2025-05
1093,2025-07-30,Chennai,direct,variant,2025-07
1094,2025-05-27,Ahmedabad,direct,control,2025-05
1095,2025-04-12,Delhi,email,control,2025-04
1096,2025-03-05,Bengaluru,organic_search,variant,2025-03
1097,2025-08-15,Delhi,paid_social,control,2025-08
1098,2025-07-07,Chennai,organic_search,variant,2025-07
1099,2025-03-27,Hyderabad,organic_search,control,2025-03
1100,2025-05-08,Bengaluru,organic_search,control,2025-05
1101,2025-05-15,Delhi,organic_search,variant,2025-05
1102,2025-05-15,Mumbai,organic_search,control,2025-05
1103,2025-08-04,Hyderabad,paid_social,variant,2025-08
1104,2025-03-14,Chennai,organic_search,variant,2025-03
1105,2025-04-03,Delhi,organic_search,variant,2025-04
1106,2025-04-18,Mumbai,organic_search,control,2025-04
1107,2025-04-21,Hyderabad,email,variant,2025-04
1108,2025-08-24,Chennai,paid_social,control,2025-08
1109,2025-08-07,Bengaluru,organic_search,control,2025-08
1110,2025-03-08,Bengaluru,organic_search,control,2025-03
1111,2025-06-14,Delhi,referral,control,2025-06
1112,2025-04-19,Chennai,paid_social,variant,2025-04
1113,2025-04-27,Kolkata,email,control,2025-04
1114,2025-03-31,Kolkata,paid_social,control,2025-03
1115,2025-04-06,Pune,direct,variant,2025-04
1116,2025-05-07,Chennai,direct,control,2025-05
1117,2025-08-05,Hyderabad,paid_social,control,2025-08
1118,2025-06-11,Mumbai,email,control,2025-06
1119,2025-07-23,Bengaluru,organic_search,control,2025-07
1120,2025-04-30,Chennai,email,variant,2025-04
1121,2025-03-23,Chennai,paid_social,variant,2025-03
1122,2025-03-18,Ahmedabad,organic_search,variant,2025-03
1123,2025-04-17,Ahmedabad,referral,variant,2025-04
1124,2025-04-18,Delhi,direct,control,2025-04
1125,2025-08-01,Mumbai,organic_search,variant,2025-08
1126,2025-08-18,Bengaluru,referral,control,2025-08
1127,2025-08-04,Ahmedabad,organic_search,control,2025-08
1128,2025-06-13,Kolkata,paid_social,control,2025-06
1129,2025-06-17,Mumbai,direct,control,2025-06
1130,2025-06-15,Delhi,organic_search,variant,2025-06
1131,2025-05-09,Pune,paid_social,control,2025-05
1132,2025-07-10,Chennai,email,control,2025-07
1133,2025-07-12,Ahmedabad,organic_search,control,2025-07
1134,2025-06-30,Kolkata,paid_social,variant,2025-06
1135,2025-06-19,Delhi,organic_search,variant,2025-06
1136,2025-03-03,Mumbai,email,variant,2025-03
1137,2025-07-11,Chennai,organic_search,variant,2025-07
1138,2025-05-18,Pune,organic_search,variant,2025-05
1139,2025-07-01,Ahmedabad,email,control,2025-07
1140,2025-06-26,Pune,organic_search,control,2025-06
1141,2025-08-08,Pune,paid_social,control,2025-08
1142,2025-04-30,Bengaluru,email,control,2025-04
1143,2025-08-16,Mumbai,direct,variant,2025-08
1144,2025-08-13,Ahmedabad,organic_search,control,2025-08
1145,2025-04-17,Kolkata,direct,control,2025-04
1146,2025-05-21,Delhi,email,variant,2025-05
1147,2025-06-12,Chennai,organic_search,control,2025-06
1148,2025-07-22,Bengaluru,direct,control,2025-07
1149,2025-07-09,Hyderabad,email,control,2025-07
1150,2025-08-13,Kolkata,email,variant,2025-08
1151,2025-05-04,Kolkata,paid_social,control,2025-05
1152,2025-06-16,Delhi,email,control,2025-06
1153,2025-05-07,Bengaluru,referral,control,2025-05
1154,2025-08-17,Kolkata,paid_social,variant,2025-08
1155,2025-04-22,Ahmedabad,direct,control,2025-04
1156,2025-06-23,Mumbai,email,control,2025-06
1157,2025-03-27,Kolkata,direct,variant,2025-03
1158,2025-08-01,Hyderabad,referral,variant,2025-08
1159,2025-05-03,Pune,organic_search,control,2025-05
1160,2025-05-25,Mumbai,organic_search,control,2025-05
1161,2025-06-09,Chennai,paid_social,control,2025-06
1162,2025-04-30,Chennai,paid_social,variant,2025-04
1163,2025-08-06,Chennai,paid_social,control,2025-08
1164,2025-06-22,Kolkata,direct,variant,2025-06
1165,2025-06-08,Ahmedabad,referral,variant,2025-06
1166,2025-03-03,Kolkata,paid_social,variant,2025-03
1167,2025-03-21,Chennai,email,control,2025-03
1168,2025-05-05,Ahmedabad,organic_search,variant,2025-05
1169,2025-08-07,Chennai,paid_social,variant,2025-08
1170,2025-07-29,Chennai,organic_search,variant,2025-07
1171,2025-06-15,Pune,paid_social,control,2025-06
1172,2025-06-11,Kolkata,paid_social,variant,2025-06
1173,2025-05-24,Mumbai,email,variant,2025-05
1174,2025-04-09,Pune,email,variant,2025-04
1175,2025-03-06,Hyderabad,paid_social,variant,2025-03
1176,2025-05-04,Ahmedabad,organic_search,variant,2025-05
1177,2025-04-05,Mumbai,organic_search,control,2025-04
1178,2025-04-12,Chennai,referral,variant,2025-04
1179,2025-04-02,Delhi,referral,variant,2025-04
1180,2025-03-12,Ahmedabad,organic_search,variant,2025-03
1181,2025-06-22,Kolkata,organic_search,control,2025-06
1182,2025-08-19,Delhi,paid_social,control,2025-08
1183,2025-07-16,Kolkata,email,variant,2025-07
1184,2025-05-25,Hyderabad,paid_social,variant,2025-05
1185,2025-05-21,Ahmedabad,organic_search,control,2025-05
1186,2025-04-18,Chennai,paid_social,control,2025-04
1187,2025-03-25,Mumbai,organic_search,variant,2025-03
1188,2025-06-02,Delhi,organic_search,variant,2025-06
1189,2025-06-21,Hyderabad,organic_search,control,2025-06
1190,2025-03-09,Delhi,email,control,2025-03
1191,2025-05-20,Delhi,paid_social,control,2025-05
1192,2025-04-25,Ahmedabad,organic_search,control,2025-04
1193,2025-04-13,Kolkata,paid_social,variant,2025-04
1194,2025-07-01,Hyderabad,paid_social,variant,2025-07
1195,2025-06-09,Delhi,direct,variant,2025-06
1196,2025-06-10,Delhi,referral,variant,2025-06
1197,2025-07-25,Ahmedabad,organic_search,control,2025-07
1198,2025-08-24,Bengaluru,direct,control,2025-08
1199,2025-07-14,Mumbai,email,control,2025-07
1200,2025-06-25,Hyderabad,email,control,2025-06
1201,2025-08-10,Hyderabad,paid_social,variant,2025-08
1202,2025-05-11,Pune,organic_search,control,2025-05
1203,2025-08-21,Bengaluru,organic_search,variant,2025-08
1204,2025-07-17,Ahmedabad,referral,control,2025-07
1205,2025-06-13,Chennai,email,control,2025-06
1206,2025-08-10,Ahmedabad,paid_social,control,2025-08
1207,2025-06-18,Bengaluru,paid_social,variant,2025-06
1208,2025-07-20,Chennai,organic_search,variant,2025-07
1209,2025-04-13,Bengaluru,organic_search,variant,2025-04
1210,2025-07-29,Chennai,email,control,2025-07
1211,2025-06-01,Chennai,paid_social,variant,2025-06
1212,2025-07-03,Bengaluru,direct,variant,2025-07
1213,2025-05-12,Ahmedabad,email,control,2025-05
1214,2025-08-15,Kolkata,email,control,2025-08
1215,2025-03-23,Ahmedabad,direct,control,2025-03
1216,2025-03-07,Delhi,organic_search,control,2025-03
1217,2025-06-21,Chennai,email,variant,2025-06
1218,2025-07-17,Mumbai,email,control,2025-07
1219,2025-06-30,Mumbai,organic_search,variant,2025-06
1220,2025-05-09,Ahmedabad,organic_search,variant,2025-05
1221,2025-06-07,Delhi,organic_search,control,2025-06
1222,2025-06-23,Kolkata,organic_search,variant,2025-06
1223,2025-08-23,Hyderabad,paid_social,control,2025-08
1224,2025-06-21,Bengaluru,organic_search,control,2025-06
1225,2025-05-14,Mumbai,email,control,2025-05
1226,2025-08-11,Chennai,organic_search,control,2025-08
1227,2025-03-09,Chennai,organic_search,control,2025-03
1228,2025-08-19,Hyderabad,organic_search,variant,2025-08
1229,2025-03-03,Kolkata,organic_search,variant,2025-03
1230,2025-04-07,Bengaluru,referral,variant,2025-04
1231,2025-07-02,Pune,organic_search,control,2025-07
1232,2025-07-12,Bengaluru,organic_search,variant,2025-07
1233,2025-08-06,Pune,organic_search,control,2025-08
1234,2025-07-04,Delhi,paid_social,variant,2025-07
1235,2025-06-09,Hyderabad,email,variant,2025-06
1236,2025-05-24,Pune,direct,variant,2025-05
1237,2025-03-16,Pune,paid_social,control,2025-03
1238,2025-03-24,Hyderabad,email,variant,2025-03
1239,2025-04-25,Chennai,paid_social,variant,2025-04
1240,2025-03-26,Pune,direct,control,2025-03
1241,2025-06-08,Bengaluru,paid_social,variant,2025-06
1242,2025-07-23,Delhi,organic_search,control,2025-07
1243,2025-08-23,Chennai,email,variant,2025-08
1244,2025-05-26,Ahmedabad,direct,variant,2025-05
1245,2025-08-07,Kolkata,paid_social,variant,2025-08
1246,2025-08-04,Chennai,referral,control,2025-08
1247,2025-08-14,Ahmedabad,direct,control,2025-08
1248,2025-05-26,Ahmedabad,organic_search,control,2025-05
1249,2025-04-25,Pune,direct,control,2025-04
1250,2025-08-13,Mumbai,email,variant,2025-08
1251,2025-04-04,Chennai,paid_social,control,2025-04
1252,2025-05-11,Pune,paid_social,variant,2025-05
1253,2025-03-20,Bengaluru,direct,control,2025-03
1254,2025-07-14,Kolkata,email,control,2025-07
1255,2025-06-08,Kolkata,paid_social,control,2025-06
1256,2025-03-10,Bengaluru,organic_search,control,2025-03
1257,2025-04-01,Hyderabad,paid_social,control,2025-04
1258,2025-06-07,Delhi,referral,control,2025-06
1259,2025-06-17,Delhi,email,control,2025-06
1260,2025-07-05,Bengaluru,organic_search,control,2025-07
1261,2025-04-27,Bengaluru,direct,variant,2025-04
1262,2025-07-31,Bengaluru,direct,variant,2025-07
1263,2025-05-16,Delhi,paid_social,variant,2025-05
1264,2025-07-12,Hyderabad,organic_search,control,2025-07
1265,2025-04-23,Pune,paid_social,control,2025-04
1266,2025-03-25,Bengaluru,organic_search,control,2025-03
1267,2025-03-16,Pune,organic_search,variant,2025-03
1268,2025-05-17,Bengaluru,email,variant,2025-05
1269,2025-08-17,Chennai,referral,control,2025-08
1270,2025-03-15,Chennai,paid_social,control,2025-03
1271,2025-05-05,Ahmedabad,direct,control,2025-05
1272,2025-03-13,Mumbai,referral,control,2025-03
1273,2025-08-04,Kolkata,organic_search,variant,2025-08
1274,2025-07-12,Bengaluru,organic_search,control,2025-07
1275,2025-07-16,Mumbai,email,control,2025-07
1276,2025-07-04,Chennai,direct,control,2025-07
1277,2025-06-05,Delhi,paid_social,control,2025-06
1278,2025-07-22,Delhi,email,control,2025-07
1279,2025-03-11,Ahmedabad,email,control,2025-03
1280,2025-08-03,Delhi,email,control,2025-08
1281,2025-07-18,Pune,email,control,2025-07
1282,2025-07-19,Delhi,organic_search,variant,2025-07
1283,2025-05-23,Mumbai,organic_search,variant,2025-05
1284,2025-07-20,Mumbai,organic_search,control,2025-07
1285,2025-05-27,Mumbai,referral,variant,2025-05
1286,2025-03-17,Hyderabad,referral,control,2025-03
1287,2025-08-06,Hyderabad,direct,variant,2025-08
1288,2025-04-24,Mumbai,organic_search,variant,2025-04
1289,2025-03-08,Bengaluru,paid_social,control,2025-03
1290,2025-06-07,Bengaluru,organic_search,control,2025-06
1291,2025-04-23,Pune,paid_social,variant,2025-04
1292,2025-08-22,Ahmedabad,organic_search,control,2025-08
1293,2025-05-09,Chennai,direct,control,2025-05
1294,2025-03-21,Ahmedabad,organic_search,variant,2025-03
1295,2025-08-23,Delhi,email,control,2025-08
1296,2025-06-21,Delhi,referral,variant,2025-06
1297,2025-03-31,Kolkata,email,variant,2025-03
1298,2025-07-17,Bengaluru,organic_search,variant,2025-07
1299,2025-06-03,Kolkata,referral,variant,2025-06
1300,2025-03-24,Hyderabad,email,variant,2025-03
1301,2025-06-30,Delhi,paid_social,variant,2025-06
1302,2025-05-27,Kolkata,email,variant,2025-05
1303,2025-07-03,Pune,direct,variant,2025-07
1304,2025-08-09,Kolkata,paid_social,variant,2025-08
1305,2025-06-05,Hyderabad,paid_social,variant,2025-06
1306,2025-07-21,Delhi,paid_social,variant,2025-07
1307,2025-04-11,Chennai,organic_search,control,2025-04
1308,2025-04-20,Mumbai,direct,variant,2025-04
1309,2025-05-01,Chennai,organic_search,control,2025-05
1310,2025-08-10,Hyderabad,paid_social,control,2025-08
1311,2025-06-24,Kolkata,paid_social,control,2025-06
1312,2025-05-25,Kolkata,organic_search,variant,2025-05
1313,2025-07-04,Hyderabad,paid_social,variant,2025-07
1314,2025-08-09,Ahmedabad,email,control,2025-08
1315,2025-08-09,Mumbai,organic_search,control,2025-08
1316,2025-04-15,Mumbai,organic_search,control,2025-04
1317,2025-07-14,Ahmedabad,direct,control,2025-07
1318,2025-06-01,Pune,referral,control,2025-06
1319,2025-05-21,Hyderabad,paid_social,variant,2025-05
1320,2025-05-06,Delhi,organic_search,control,2025-05
1321,2025-03-09,Bengaluru,organic_search,control,2025-03
1322,2025-04-23,Chennai,organic_search,control,2025-04
1323,2025-06-18,Kolkata,paid_social,variant,2025-06
1324,2025-08-09,Ahmedabad,referral,variant,2025-08
1325,2025-08-23,Hyderabad,email,control,2025-08
1326,2025-04-11,Hyderabad,organic_search,control,2025-04
1327,2025-07-14,Delhi,referral,variant,2025-07
1328,2025-03-07,Mumbai,paid_social,control,2025-03
1329,2025-07-04,Hyderabad,organic_search,variant,2025-07
1330,2025-05-13,Pune,paid_social,variant,2025-05
1331,2025-05-15,Mumbai,organic_search,variant,2025-05
1332,2025-07-21,Hyderabad,direct,variant,2025-07
1333,2025-05-10,Chennai,paid_social,control,2025-05
1334,2025-07-24,Kolkata,email,control,2025-07
1335,2025-06-16,Ahmedabad,paid_social,control,2025-06
1336,2025-07-30,Bengaluru,referral,control,2025-07
1337,2025-06-19,Hyderabad,email,control,2025-06
1338,2025-04-16,Kolkata,paid_social,control,2025-04
1339,2025-07-09,Chennai,organic_search,variant,2025-07
1340,2025-05-13,Bengaluru,referral,control,2025-05
1341,2025-06-07,Chennai,paid_social,variant,2025-06
1342,2025-03-18,Delhi,organic_search,control,2025-03
1343,2025-03-16,Hyderabad,direct,control,2025-03
1344,2025-06-11,Bengaluru,organic_search,control,2025-06
1345,2025-04-07,Ahmedabad,organic_search,variant,2025-04
1346,2025-08-09,Mumbai,paid_social,variant,2025-08
1347,2025-08-11,Kolkata,organic_search,variant,2025-08
1348,2025-07-12,Bengaluru,paid_social,control,2025-07
1349,2025-07-07,Mumbai,organic_search,control,2025-07
1350,2025-06-15,Chennai,organic_search,variant,2025-06
1351,2025-03-07,Chennai,organic_search,control,2025-03
1352,2025-05-14,Delhi,organic_search,control,2025-05
1353,2025-05-03,Mumbai,referral,control,2025-05
1354,2025-08-11,Mumbai,paid_social,control,2025-08
1355,2025-04-21,Hyderabad,paid_social,control,2025-04
1356,2025-05-22,Delhi,paid_social,control,2025-05
1357,2025-05-19,Chennai,email,variant,2025-05
1358,2025-03-21,Mumbai,organic_search,variant,2025-03
1359,2025-03-02,Kolkata,organic_search,control,2025-03
1360,2025-05-09,Kolkata,email,control,2025-05
1361,2025-03-19,Chennai,paid_social,variant,2025-03
1362,2025-03-23,Ahmedabad,direct,control,2025-03
1363,2025-05-16,Ahmedabad,direct,variant,2025-05
1364,2025-04-23,Mumbai,direct,control,2025-04
1365,2025-06-06,Bengaluru,organic_search,variant,2025-06
1366,2025-03-05,Kolkata,organic_search,variant,2025-03
1367,2025-04-02,Bengaluru,organic_search,control,2025-04
1368,2025-05-16,Chennai,direct,variant,2025-05
1369,2025-08-16,Kolkata,referral,variant,2025-08
1370,2025-06-06,Ahmedabad,referral,variant,2025-06
1371,2025-08-19,Bengaluru,organic_search,control,2025-08
1372,2025-05-20,Bengaluru,direct,control,2025-05
1373,2025-05-10,Mumbai,paid_social,control,2025-05
1374,2025-05-06,Bengaluru,direct,variant,2025-05
1375,2025-08-18,Bengaluru,paid_social,control,2025-08
1376,2025-08-16,Hyderabad,organic_search,control,2025-08
1377,2025-08-02,Hyderabad,organic_search,variant,2025-08
1378,2025-07-06,Kolkata,referral,control,2025-07
1379,2025-06-12,Kolkata,paid_social,variant,2025-06
1380,2025-06-13,Chennai,paid_social,control,2025-06
1381,2025-08-02,Mumbai,paid_social,variant,2025-08
1382,2025-04-26,Hyderabad,paid_social,control,2025-04
1383,2025-05-10,Chennai,referral,control,2025-05
1384,2025-08-08,Delhi,organic_search,variant,2025-08
1385,2025-05-01,Hyderabad,organic_search,control,2025-05
1386,2025-04-24,Chennai,direct,control,2025-04
1387,2025-06-05,Kolkata,paid_social,control,2025-06
1388,2025-04-27,Kolkata,organic_search,variant,2025-04
1389,2025-08-11,Hyderabad,organic_search,control,2025-08
1390,2025-08-22,Hyderabad,organic_search,control,2025-08
1391,2025-04-05,Hyderabad,organic_search,control,2025-04
1392,2025-06-03,Chennai,organic_search,control,2025-06
1393,2025-08-20,Hyderabad,organic_search,variant,2025-08
1394,2025-07-21,Hyderabad,email,control,2025-07
1395,2025-04-15,Delhi,direct,variant,2025-04
1396,2025-05-30,Hyderabad,direct,variant,2025-05
1397,2025-06-25,Delhi,paid_social,variant,2025-06
1398,2025-06-10,Pune,organic_search,variant,2025-06
1399,2025-03-27,Ahmedabad,referral,control,2025-03
1400,2025-04-24,Kolkata,direct,variant,2025-04
1401,2025-08-21,Hyderabad,paid_social,variant,2025-08
1402,2025-04-19,Ahmedabad,organic_search,variant,2025-04
1403,2025-04-18,Ahmedabad,organic_search,control,2025-04
1404,2025-04-14,Hyderabad,paid_social,control,2025-04
1405,2025-03-31,Kolkata,paid_social,variant,2025-03
1406,2025-03-11,Bengaluru,organic_search,control,2025-03
1407,2025-05-20,Ahmedabad,referral,variant,2025-05
1408,2025-08-20,Bengaluru,paid_social,control,2025-08
1409,2025-03-16,Bengaluru,paid_social,variant,2025-03
1410,2025-04-19,Delhi,organic_search,control,2025-04
1411,2025-03-01,Kolkata,direct,control,2025-03
1412,2025-06-12,Bengaluru,email,control,2025-06
1413,2025-04-14,Kolkata,organic_search,variant,2025-04
1414,2025-07-23,Mumbai,paid_social,variant,2025-07
1415,2025-06-07,Pune,email,variant,2025-06
1416,2025-07-05,Hyderabad,direct,variant,2025-07
1417,2025-06-08,Hyderabad,organic_search,variant,2025-06
1418,2025-05-04,Delhi,direct,variant,2025-05
1419,2025-08-13,Mumbai,paid_social,variant,2025-08
1420,2025-05-17,Bengaluru,organic_search,variant,2025-05
1421,2025-08-20,Hyderabad,organic_search,variant,2025-08
1422,2025-08-25,Kolkata,organic_search,control,2025-08
1423,2025-06-01,Hyderabad,organic_search,variant,2025-06
1424,2025-07-05,Delhi,paid_social,control,2025-07
1425,2025-04-08,Bengaluru,email,control,2025-04
1426,2025-07-05,Pune,organic_search,variant,2025-07
1427,2025-07-22,Hyderabad,referral,variant,2025-07
1428,2025-08-01,Ahmedabad,organic_search,control,2025-08
1429,2025-03-31,Hyderabad,paid_social,control,2025-03
1430,2025-07-23,Pune,referral,variant,2025-07
1431,2025-05-26,Mumbai,direct,control,2025-05
1432,2025-04-06,Delhi,email,control,2025-04
1433,2025-04-09,Kolkata,email,variant,2025-04
1434,2025-06-13,Bengaluru,organic_search,variant,2025-06
1435,2025-04-14,Hyderabad,organic_search,variant,2025-04
1436,2025-03-28,Pune,paid_social,variant,2025-03
1437,2025-05-11,Mumbai,organic_search,control,2025-05
1438,2025-05-30,Pune,paid_social,control,2025-05
1439,2025-04-11,Bengaluru,organic_search,variant,2025-04
1440,2025-08-13,Delhi,referral,variant,2025-08
1441,2025-07-13,Hyderabad,direct,control,2025-07
1442,2025-06-13,Hyderabad,direct,control,2025-06
1443,2025-08-23,Delhi,email,control,2025-08
1444,2025-05-22,Pune,organic_search,control,2025-05
1445,2025-03-08,Chennai,organic_search,control,2025-03
1446,2025-03-10,Bengaluru,email,control,2025-03
1447,2025-08-16,Ahmedabad,email,variant,2025-08
1448,2025-08-09,Pune,paid_social,control,2025-08
1449,2025-07-10,Kolkata,paid_social,variant,2025-07
1450,2025-03-05,Mumbai,paid_social,variant,2025-03
1451,2025-04-07,Kolkata,organic_search,variant,2025-04
1452,2025-03-21,Bengaluru,organic_search,variant,2025-03
1453,2025-03-24,Chennai,paid_social,control,2025-03
1454,2025-04-21,Kolkata,email,control,2025-04
1455,2025-06-07,Bengaluru,referral,variant,2025-06
1456,2025-03-04,Bengaluru,paid_social,control,2025-03
1457,2025-08-02,Mumbai,email,control,2025-08
1458,2025-05-11,Pune,direct,control,2025-05
1459,2025-04-14,Kolkata,organic_search,variant,2025-04
1460,2025-06-24,Hyderabad,email,control,2025-06
1461,2025-07-24,Delhi,paid_social,control,2025-07
1462,2025-03-31,Bengaluru,paid_social,control,2025-03
1463,2025-03-20,Hyderabad,organic_search,variant,2025-03
1464,2025-03-09,Ahmedabad,referral,control,2025-03
1465,2025-08-03,Mumbai,referral,variant,2025-08
1466,2025-03-16,Bengaluru,organic_search,variant,2025-03
1467,2025-05-30,Chennai,organic_search,control,2025-05
1468,2025-05-09,Delhi,organic_search,control,2025-05
1469,2025-07-14,Ahmedabad,direct,variant,2025-07
1470,2025-03-08,Ahmedabad,paid_social,variant,2025-03
1471,2025-08-14,Hyderabad,organic_search,control,2025-08
1472,2025-07-11,Chennai,direct,control,2025-07
1473,2025-05-22,Kolkata,paid_social,control,2025-05
1474,2025-04-05,Chennai,paid_social,control,2025-04
1475,2025-07-30,Delhi,paid_social,control,2025-07
1476,2025-04-14,Mumbai,paid_social,control,2025-04
1477,2025-05-07,Bengaluru,paid_social,control,2025-05
1478,2025-05-19,Delhi,organic_search,variant,2025-05
