session_id,customer_id,event_date,funnel_step,category,checkout_variant
554,161,2025-08-16 00:00:00,view,Home & Kitchen,control
555,162,2025-07-01 00:00:00,view,Beauty,variant
555,162,2025-07-01 00:03:00,add_to_cart,Home & Kitchen,variant
556,162,2025-07-04 00:00:00,view,Sports,variant
556,162,2025-07-04 00:03:00,add_to_cart,Beauty,variant
556,162,2025-07-04 00:06:00,checkout,Electronics,variant
556,162,2025-07-04 00:09:00,purchase,Books,variant
557,162,2025-06-16 00:00:00,view,Beauty,variant
557,162,2025-06-16 00:03:00,add_to_cart,Electronics,variant
557,162,2025-06-16 00:06:00,checkout,Fashion,variant
558,162,2025-06-26 00:00:00,view,Fashion,variant
559,163,2025-05-30 00:00:00,view,Books,control
560,163,2025-05-16 00:00:00,view,Fashion,control
561,163,2025-05-29 00:00:00,view,Electronics,control
561,163,2025-05-29 00:03:00,add_to_cart,Electronics,control
561,163,2025-05-29 00:06:00,checkout,Sports,control
561,163,2025-05-29 00:09:00,purchase,Beauty,control
562,163,2025-07-07 00:00:00,view,Home & Kitchen,control
563,163,2025-07-05 00:00:00,view,Home & Kitchen,control
563,163,2025-07-05 00:03:00,add_to_cart,Beauty,control
564,163,2025-06-27 00:00:00,view,Home & Kitchen,control
564,163,2025-06-27 00:03:00,add_to_cart,Books,control
565,164,2025-05-29 00:00:00,view,Fashion,variant
566,164,2025-05-20 00:00:00,view,Fashion,variant
567,165,2025-06-08 00:00:00,view,Fashion,control
568,165,2025-06-11 00:00:00,view,Fashion,control
568,165,2025-06-11 00:03:00,add_to_cart,Electronics,control
569,165,2025-06-29 00:00:00,view,Books,control
570,165,2025-07-14 00:00:00,view,Beauty,control
570,165,2025-07-14 00:03:00,add_to_cart,Sports,control
571,165,2025-07-04 00:00:00,view,Sports,control
571,165,2025-07-04 00:03:00,add_to_cart,Home & Kitchen,control
572,166,2025-07-27 00:00:00,view,Fashion,variant
573,166,2025-08-11 00:00:00,view,Home & Kitchen,variant
573,166,2025-08-11 00:03:00,add_to_cart,Books,variant
574,167,2025-04-20 00:00:00,view,Sports,variant
575,168,2025-04-16 00:00:00,view,Beauty,variant
575,168,2025-04-16 00:03:00,add_to_cart,Home & Kitchen,variant
575,168,2025-04-16 00:06:00,checkout,Books,variant
575,168,2025-04-16 00:09:00,purchase,Home & Kitchen,variant
576,168,2025-04-24 00:00:00,view,Sports,variant
576,168,2025-04-24 00:03:00,add_to_cart,Electronics,variant
576,168,2025-04-24 00:06:00,checkout,Books,variant
576,168,2025-04-24 00:09:00,purchase,Beauty,variant
577,168,2025-04-06 00:00:00,view,Electronics,variant
578,169,2025-05-31 00:00:00,view,Beauty,variant
578,169,2025-05-31 00:03:00,add_to_cart,Home & Kitchen,variant
579,169,2025-05-31 00:00:00,view,Fashion,variant
580,170,2025-04-05 00:00:00,view,Beauty,control
581,170,2025-03-26 00:00:00,view,Fashion,control
582,170,2025-03-22 00:00:00,view,Fashion,control
582,170,2025-03-22 00:03:00,add_to_cart,Electronics,control
582,170,2025-03-22 00:06:00,checkout,Beauty,control
582,170,2025-03-22 00:09:00,purchase,Electronics,control
583,170,2025-04-10 00:00:00,view,Beauty,control
583,170,2025-04-10 00:03:00,add_to_cart,Beauty,control
584,170,2025-05-10 00:00:00,view,Electronics,control
584,170,2025-05-10 00:03:00,add_to_cart,Beauty,control
584,170,2025-05-10 00:06:00,checkout,Home & Kitchen,control
585,171,2025-03-20 00:00:00,view,Books,variant
586,171,2025-03-13 00:00:00,view,Electronics,variant
587,171,2025-03-22 00:00:00,view,Fashion,variant
587,171,2025-03-22 00:03:00,add_to_cart,Home & Kitchen,variant
588,171,2025-03-14 00:00:00,view,Electronics,variant
589,171,2025-04-22 00:00:00,view,Sports,variant
590,171,2025-04-16 00:00:00,view,Home & Kitchen,variant
591,171,2025-07-16 00:00:00,view,Books,variant
592,172,2025-03-13 00:00:00,view,Fashion,control
593,172,2025-03-22 00:00:00,view,Home & Kitchen,control
594,172,2025-03-08 00:00:00,view,Home & Kitchen,control
595,173,2025-07-31 00:00:00,view,Sports,variant
596,174,2025-07-28 00:00:00,view,Books,control
597,175,2025-07-26 00:00:00,view,Fashion,control
598,176,2025-06-04 00:00:00,view,Electronics,variant
599,176,2025-06-03 00:00:00,view,Home & Kitchen,variant
600,176,2025-05-18 00:00:00,view,Home & Kitchen,variant
601,177,2025-08-03 00:00:00,view,Home & Kitchen,control
602,178,2025-04-04 00:00:00,view,Electronics,variant
603,178,2025-04-15 00:00:00,view,Fashion,variant
604,179,2025-08-28 00:00:00,view,Sports,control
605,180,2025-06-25 00:00:00,view,Books,variant
606,180,2025-07-09 00:00:00,view,Electronics,variant
607,181,2025-09-02 00:00:00,view,Books,variant
608,181,2025-08-25 00:00:00,view,Books,variant
609,182,2025-04-05 00:00:00,view,Beauty,variant
609,182,2025-04-05 00:03:00,add_to_cart,Sports,variant
610,182,2025-03-29 00:00:00,view,Beauty,variant
611,182,2025-03-16 00:00:00,view,Fashion,variant
612,182,2025-03-20 00:00:00,view,Home & Kitchen,variant
613,182,2025-03-27 00:00:00,view,Beauty,variant
614,182,2025-03-18 00:00:00,view,Books,variant
615,183,2025-05-14 00:00:00,view,Electronics,control
616,183,2025-06-28 00:00:00,view,Beauty,control
617,183,2025-06-27 00:00:00,view,Beauty,control
618,184,2025-07-26 00:00:00,view,Electronics,control
618,184,2025-07-26 00:03:00,add_to_cart,Books,control
619,184,2025-08-08 00:00:00,view,Electronics,control
619,184,2025-08-08 00:03:00,add_to_cart,Home & Kitchen,control
619,184,2025-08-08 00:06:00,checkout,Home & Kitchen,control
619,184,2025-08-08 00:09:00,purchase,Electronics,control
620,184,2025-07-22 00:00:00,view,Fashion,control
621,184,2025-07-28 00:00:00,view,Beauty,control
622,185,2025-05-16 00:00:00,view,Beauty,control
623,185,2025-05-16 00:00:00,view,Fashion,control
624,185,2025-05-13 00:00:00,view,Books,control
625,185,2025-07-12 00:00:00,view,Fashion,control
626,186,2025-06-02 00:00:00,view,Fashion,control
627,187,2025-03-18 00:00:00,view,Home & Kitchen,variant
628,187,2025-03-26 00:00:00,view,Books,variant
628,187,2025-03-26 00:03:00,add_to_cart,Sports,variant
629,187,2025-03-18 00:00:00,view,Books,variant
629,187,2025-03-18 00:03:00,add_to_cart,Beauty,variant
630,187,2025-03-27 00:00:00,view,Sports,variant
630,187,2025-03-27 00:03:00,add_to_cart,Beauty,variant
631,187,2025-03-20 00:00:00,view,Fashion,variant
632,187,2025-03-22 00:00:00,view,Electronics,variant
633,188,2025-05-08 00:00:00,view,Home & Kitchen,control
633,188,2025-05-08 00:03:00,add_to_cart,Books,control
634,188,2025-05-27 00:00:00,view,Sports,control
634,188,2025-05-27 00:03:00,add_to_cart,Electronics,control
634,188,2025-05-27 00:06:00,checkout,Home & Kitchen,control
634,188,2025-05-27 00:09:00,purchase,Home & Kitchen,control
635,188,2025-05-06 00:00:00,view,Sports,control
636,188,2025-06-04 00:00:00,view,Fashion,control
637,188,2025-06-18 00:00:00,view,Electronics,control
638,189,2025-04-19 00:00:00,view,Electronics,control
639,189,2025-04-28 00:00:00,view,Home & Kitchen,control
639,189,2025-04-28 00:03:00,add_to_cart,Home & Kitchen,control
640,190,2025-04-26 00:00:00,view,Fashion,control
641,190,2025-04-26 00:00:00,view,Electronics,control
641,190,2025-04-26 00:03:00,add_to_cart,Fashion,control
642,190,2025-05-20 00:00:00,view,Electronics,control
643,190,2025-05-03 00:00:00,view,Fashion,control
644,190,2025-06-01 00:00:00,view,Sports,control
644,190,2025-06-01 00:03:00,add_to_cart,Sports,control
644,190,2025-06-01 00:06:00,checkout,Fashion,control
644,190,2025-06-01 00:09:00,purchase,Beauty,control
645,190,2025-05-27 00:00:00,view,Home & Kitchen,control
646,191,2025-08-02 00:00:00,view,Books,variant
646,191,2025-08-02 00:03:00,add_to_cart,Fashion,variant
646,191,2025-08-02 00:06:00,checkout,Fashion,variant
647,191,2025-07-16 00:00:00,view,Books,variant
648,192,2025-07-03 00:00:00,view,Books,control
648,192,2025-07-03 00:03:00,add_to_cart,Sports,control
648,192,2025-07-03 00:06:00,checkout,Books,control
649,192,2025-06-20 00:00:00,view,Fashion,control
649,192,2025-06-20 00:03:00,add_to_cart,Electronics,control
649,192,2025-06-20 00:06:00,checkout,Electronics,control
649,192,2025-06-20 00:09:00,purchase,Electronics,control
650,192,2025-06-23 00:00:00,view,Sports,control
651,193,2025-07-15 00:00:00,view,Electronics,control
651,193,2025-07-15 00:03:00,add_to_cart,Sports,control
652,193,2025-06-21 00:00:00,view,Beauty,control
652,193,2025-06-21 00:03:00,add_to_cart,Beauty,control
652,193,2025-06-21 00:06:00,checkout,Books,control
652,193,2025-06-21 00:09:00,purchase,Sports,control
653,193,2025-06-26 00:00:00,view,Beauty,control
654,193,2025-07-07 00:00:00,view,Electronics,control
655,194,2025-05-18 00:00:00,view,Books,control
655,194,2025-05-18 00:03:00,add_to_cart,Fashion,control
655,194,2025-05-18 00:06:00,checkout,Books,control
655,194,2025-05-18 00:09:00,purchase,Home & Kitchen,control
656,194,2025-05-24 00:00:00,view,Beauty,control
657,194,2025-05-24 00:00:00,view,Sports,control
658,194,2025-05-04 00:00:00,view,Electronics,control
658,194,2025-05-04 00:03:00,add_to_cart,Fashion,control
658,194,2025-05-04 00:06:00,checkout,Home & Kitchen,control
659,195,2025-09-07 00:00:00,view,Books,control
659,195,2025-09-07 00:03:00,add_to_cart,Sports,control
659,195,2025-09-07 00:06:00,checkout,Home & Kitchen,control
659,195,2025-09-07 00:09:00,purchase,Books,control
660,195,2025-08-20 00:00:00,view,Books,control
660,195,2025-08-20 00:03:00,add_to_cart,Beauty,control
661,195,2025-08-17 00:00:00,view,Electronics,control
661,195,2025-08-17 00:03:00,add_to_cart,Books,control
662,195,2025-08-31 00:00:00,view,Books,control
663,196,2025-04-01 00:00:00,view,Electronics,variant
664,196,2025-03-29 00:00:00,view,Home & Kitchen,variant
664,196,2025-03-29 00:03:00,add_to_cart,Home & Kitchen,variant
664,196,2025-03-29 00:06:00,checkout,Sports,variant
664,196,2025-03-29 00:09:00,purchase,Home & Kitchen,variant
665,196,2025-04-24 00:00:00,view,Books,variant
665,196,2025-04-24 00:03:00,add_to_cart,Sports,variant
666,196,2025-04-29 00:00:00,view,Fashion,variant
667,197,2025-06-10 00:00:00,view,Sports,control
668,197,2025-05-15 00:00:00,view,Beauty,control
668,197,2025-05-15 00:03:00,add_to_cart,Sports,control
668,197,2025-05-15 00:06:00,checkout,Books,control
668,197,2025-05-15 00:09:00,purchase,Electronics,control
669,197,2025-07-31 00:00:00,view,Sports,control
670,197,2025-07-14 00:00:00,view,Sports,control
670,197,2025-07-14 00:03:00,add_to_cart,Electronics,control
671,197,2025-08-03 00:00:00,view,Electronics,control
672,198,2025-03-18 00:00:00,view,Books,variant
673,198,2025-03-17 00:00:00,view,Electronics,variant
674,199,2025-06-13 00:00:00,view,Electronics,variant
675,200,2025-08-20 00:00:00,view,Electronics,variant
676,201,2025-06-11 00:00:00,view,Books,variant
676,201,2025-06-11 00:03:00,add_to_cart,Books,variant
676,201,2025-06-11 00:06:00,checkout,Fashion,variant
676,201,2025-06-11 00:09:00,purchase,Sports,variant
677,201,2025-06-06 00:00:00,view,Beauty,variant
677,201,2025-06-06 00:03:00,add_to_cart,Sports,variant
677,201,2025-06-06 00:06:00,checkout,Home & Kitchen,variant
677,201,2025-06-06 00:09:00,purchase,Books,variant
678,202,2025-08-20 00:00:00,view,Sports,variant
679,202,2025-08-24 00:00:00,view,Books,variant
679,202,2025-08-24 00:03:00,add_to_cart,Sports,variant
679,202,2025-08-24 00:06:00,checkout,Electronics,variant
679,202,2025-08-24 00:09:00,purchase,Home & Kitchen,variant
680,203,2025-05-13 00:00:00,view,Books,control
680,203,2025-05-13 00:03:00,add_to_cart,Electronics,control
680,203,2025-05-13 00:06:00,checkout,Books,control
680,203,2025-05-13 00:09:00,purchase,Sports,control
681,203,2025-05-28 00:00:00,view,Sports,control
681,203,2025-05-28 00:03:00,add_to_cart,Home & Kitchen,control
682,203,2025-05-19 00:00:00,view,Beauty,control
683,204,2025-07-28 00:00:00,view,Beauty,control
684,204,2025-07-21 00:00:00,view,Electronics,control
684,204,2025-07-21 00:03:00,add_to_cart,Sports,control
685,205,2025-05-11 00:00:00,view,Books,variant
686,205,2025-06-13 00:00:00,view,Beauty,variant
687,205,2025-06-28 00:00:00,view,Books,variant
687,205,2025-06-28 00:03:00,add_to_cart,Beauty,variant
687,205,2025-06-28 00:06:00,checkout,Electronics,variant
688,205,2025-07-01 00:00:00,view,Home & Kitchen,variant
689,206,2025-05-06 00:00:00,view,Sports,variant
689,206,2025-05-06 00:03:00,add_to_cart,Beauty,variant
690,206,2025-05-03 00:00:00,view,Beauty,variant
690,206,2025-05-03 00:03:00,add_to_cart,Sports,variant
691,207,2025-08-20 00:00:00,view,Sports,variant
691,207,2025-08-20 00:03:00,add_to_cart,Fashion,variant
691,207,2025-08-20 00:06:00,checkout,Electronics,variant
692,207,2025-08-17 00:00:00,view,Books,variant
692,207,2025-08-17 00:03:00,add_to_cart,Fashion,variant
692,207,2025-08-17 00:06:00,checkout,Beauty,variant
693,207,2025-07-26 00:00:00,view,Fashion,variant
694,207,2025-08-20 00:00:00,view,Fashion,variant
695,208,2025-08-26 00:00:00,view,Beauty,control
695,208,2025-08-26 00:03:00,add_to_cart,Books,control
696,209,2025-05-02 00:00:00,view,Beauty,control
696,209,2025-05-02 00:03:00,add_to_cart,Electronics,control
697,209,2025-04-22 00:00:00,view,Beauty,control
697,209,2025-04-22 00:03:00,add_to_cart,Electronics,control
698,209,2025-04-20 00:00:00,view,Electronics,control
699,210,2025-08-09 00:00:00,view,Books,control
700,210,2025-08-03 00:00:00,view,Beauty,control
700,210,2025-08-03 00:03:00,add_to_cart,Electronics,control
700,210,2025-08-03 00:06:00,checkout,Beauty,control
701,210,2025-08-03 00:00:00,view,Beauty,control
702,211,2025-04-13 00:00:00,view,Home & Kitchen,control
702,211,2025-04-13 00:03:00,add_to_cart,Sports,control
703,211,2025-04-29 00:00:00,view,Books,control
703,211,2025-04-29 00:03:00,add_to_cart,Home & Kitchen,control
704,211,2025-06-11 00:00:00,view,Home & Kitchen,control
705,211,2025-06-05 00:00:00,view,Fashion,control
705,211,2025-06-05 00:03:00,add_to_cart,Beauty,control
706,212,2025-07-25 00:00:00,view,Books,control
707,212,2025-08-01 00:00:00,view,Fashion,control
707,212,2025-08-01 00:03:00,add_to_cart,Electronics,control
708,213,2025-08-03 00:00:00,view,Beauty,control
709,214,2025-05-23 00:00:00,view,Home & Kitchen,variant
710,214,2025-05-21 00:00:00,view,Sports,variant
711,215,2025-08-07 00:00:00,view,Sports,variant
712,215,2025-07-26 00:00:00,view,Books,variant
713,215,2025-07-20 00:00:00,view,Sports,variant
714,216,2025-05-18 00:00:00,view,Sports,variant
714,216,2025-05-18 00:03:00,add_to_cart,Fashion,variant
715,216,2025-05-08 00:00:00,view,Home & Kitchen,variant
716,217,2025-04-02 00:00:00,view,Sports,variant
717,217,2025-03-28 00:00:00,view,Fashion,variant
717,217,2025-03-28 00:03:00,add_to_cart,Home & Kitchen,variant
717,217,2025-03-28 00:06:00,checkout,Electronics,variant
717,217,2025-03-28 00:09:00,purchase,Electronics,variant
718,217,2025-04-01 00:00:00,view,Sports,variant
719,217,2025-03-22 00:00:00,view,Electronics,variant
719,217,2025-03-22 00:03:00,add_to_cart,Sports,variant
719,217,2025-03-22 00:06:00,checkout,Sports,variant
719,217,2025-03-22 00:09:00,purchase,Beauty,variant
720,217,2025-03-18 00:00:00,view,Books,variant
721,217,2025-04-26 00:00:00,view,Fashion,variant
721,217,2025-04-26 00:03:00,add_to_cart,Beauty,variant
722,217,2025-04-30 00:00:00,view,Home & Kitchen,variant
722,217,2025-04-30 00:03:00,add_to_cart,Sports,variant
722,217,2025-04-30 00:06:00,checkout,Sports,variant
722,217,2025-04-30 00:09:00,purchase,Beauty,variant
723,217,2025-05-18 00:00:00,view,Electronics,variant
724,217,2025-05-26 00:00:00,view,Home & Kitchen,variant
725,217,2025-06-27 00:00:00,view,Electronics,variant
725,217,2025-06-27 00:03:00,add_to_cart,Electronics,variant
726,217,2025-07-09 00:00:00,view,Beauty,variant
726,217,2025-07-09 00:03:00,add_to_cart,Fashion,variant
727,217,2025-07-08 00:00:00,view,Beauty,variant
728,218,2025-03-25 00:00:00,view,Books,control
728,218,2025-03-25 00:03:00,add_to_cart,Electronics,control
728,218,2025-03-25 00:06:00,checkout,Home & Kitchen,control
729,218,2025-03-19 00:00:00,view,Home & Kitchen,control
729,218,2025-03-19 00:03:00,add_to_cart,Sports,control
729,218,2025-03-19 00:06:00,checkout,Home & Kitchen,control
729,218,2025-03-19 00:09:00,purchase,Electronics,control
730,218,2025-03-24 00:00:00,view,Electronics,control
731,219,2025-06-07 00:00:00,view,Electronics,control
731,219,2025-06-07 00:03:00,add_to_cart,Beauty,control
732,219,2025-05-24 00:00:00,view,Books,control
733,219,2025-05-17 00:00:00,view,Fashion,control
733,219,2025-05-17 00:03:00,add_to_cart,Books,control
734,220,2025-08-02 00:00:00,view,Books,variant
734,220,2025-08-02 00:03:00,add_to_cart,Beauty,variant
734,220,2025-08-02 00:06:00,checkout,Sports,variant
735,221,2025-03-05 00:00:00,view,Home & Kitchen,variant
735,221,2025-03-05 00:03:00,add_to_cart,Books,variant
735,221,2025-03-05 00:06:00,checkout,Beauty,variant
735,221,2025-03-05 00:09:00,purchase,Electronics,variant
736,222,2025-05-23 00:00:00,view,Beauty,variant
736,222,2025-05-23 00:03:00,add_to_cart,Electronics,variant
736,222,2025-05-23 00:06:00,checkout,Electronics,variant
736,222,2025-05-23 00:09:00,purchase,Books,variant
737,223,2025-07-29 00:00:00,view,Home & Kitchen,variant
737,223,2025-07-29 00:03:00,add_to_cart,Beauty,variant
737,223,2025-07-29 00:06:00,checkout,Fashion,variant
737,223,2025-07-29 00:09:00,purchase,Electronics,variant
738,224,2025-04-20 00:00:00,view,Beauty,variant
739,224,2025-04-28 00:00:00,view,Books,variant
739,224,2025-04-28 00:03:00,add_to_cart,Beauty,variant
739,224,2025-04-28 00:06:00,checkout,Sports,variant
739,224,2025-04-28 00:09:00,purchase,Electronics,variant
740,224,2025-04-15 00:00:00,view,Electronics,variant
741,224,2025-04-14 00:00:00,view,Sports,variant
742,225,2025-07-27 00:00:00,view,Electronics,variant
743,225,2025-08-11 00:00:00,view,Electronics,variant
744,225,2025-08-02 00:00:00,view,Fashion,variant
745,226,2025-04-17 00:00:00,view,Home & Kitchen,variant
745,226,2025-04-17 00:03:00,add_to_cart,Sports,variant
746,226,2025-04-06 00:00:00,view,Beauty,variant
747,226,2025-04-12 00:00:00,view,Beauty,variant
747,226,2025-04-12 00:03:00,add_to_cart,Sports,variant
748,226,2025-07-03 00:00:00,view,Home & Kitchen,variant
749,226,2025-07-24 00:00:00,view,Books,variant
750,227,2025-07-17 00:00:00,view,Books,variant
750,227,2025-07-17 00:03:00,add_to_cart,Sports,variant
750,227,2025-07-17 00:06:00,checkout,Books,variant
751,227,2025-07-31 00:00:00,view,Beauty,variant
752,228,2025-06-16 00:00:00,view,Electronics,control
753,228,2025-06-19 00:00:00,view,Home & Kitchen,control
754,229,2025-06-09 00:00:00,view,Electronics,control
754,229,2025-06-09 00:03:00,add_to_cart,Books,control
755,229,2025-06-10 00:00:00,view,Home & Kitchen,control
755,229,2025-06-10 00:03:00,add_to_cart,Sports,control
756,229,2025-06-16 00:00:00,view,Beauty,control
756,229,2025-06-16 00:03:00,add_to_cart,Fashion,control
756,229,2025-06-16 00:06:00,checkout,Books,control
756,229,2025-06-16 00:09:00,purchase,Fashion,control
757,230,2025-04-09 00:00:00,view,Books,control
757,230,2025-04-09 00:03:00,add_to_cart,Books,control
757,230,2025-04-09 00:06:00,checkout,Sports,control
758,230,2025-04-23 00:00:00,view,Sports,control
758,230,2025-04-23 00:03:00,add_to_cart,Fashion,control
758,230,2025-04-23 00:06:00,checkout,Beauty,control
758,230,2025-04-23 00:09:00,purchase,Fashion,control
759,230,2025-04-09 00:00:00,view,Sports,control
759,230,2025-04-09 00:03:00,add_to_cart,Electronics,control
759,230,2025-04-09 00:06:00,checkout,Beauty,control
760,231,2025-05-09 00:00:00,view,Home & Kitchen,variant
761,232,2025-08-30 00:00:00,view,Home & Kitchen,variant
761,232,2025-08-30 00:03:00,add_to_cart,Fashion,variant
762,232,2025-09-18 00:00:00,view,Books,variant
762,232,2025-09-18 00:03:00,add_to_cart,Beauty,variant
763,232,2025-09-09 00:00:00,view,Sports,variant
764,233,2025-04-04 00:00:00,view,Fashion,control
764,233,2025-04-04 00:03:00,add_to_cart,Beauty,control
764,233,2025-04-04 00:06:00,checkout,Beauty,control
764,233,2025-04-04 00:09:00,purchase,Books,control
765,233,2025-03-25 00:00:00,view,Electronics,control
766,233,2025-03-27 00:00:00,view,Fashion,control
767,233,2025-04-04 00:00:00,view,Sports,control
768,233,2025-06-22 00:00:00,view,Books,control
769,233,2025-08-03 00:00:00,view,Books,control
769,233,2025-08-03 00:03:00,add_to_cart,Beauty,control
770,234,2025-07-15 00:00:00,view,Sports,control
771,234,2025-07-08 00:00:00,view,Home & Kitchen,control
772,234,2025-07-11 00:00:00,view,Beauty,control
773,235,2025-05-16 00:00:00,view,Beauty,variant
774,235,2025-05-07 00:00:00,view,Books,variant
774,235,2025-05-07 00:03:00,add_to_cart,Home & Kitchen,variant
775,236,2025-07-23 00:00:00,view,Books,control
776,236,2025-07-07 00:00:00,view,Home & Kitchen,control
776,236,2025-07-07 00:03:00,add_to_cart,Electronics,control
777,236,2025-07-21 00:00:00,view,Electronics,control
777,236,2025-07-21 00:03:00,add_to_cart,Sports,control
777,236,2025-07-21 00:06:00,checkout,Fashion,control
777,236,2025-07-21 00:09:00,purchase,Sports,control
778,237,2025-07-11 00:00:00,view,Beauty,variant
779,238,2025-05-26 00:00:00,view,Fashion,control
779,238,2025-05-26 00:03:00,add_to_cart,Fashion,control
780,238,2025-06-05 00:00:00,view,Sports,control
780,238,2025-06-05 00:03:00,add_to_cart,Home & Kitchen,control
780,238,2025-06-05 00:06:00,checkout,Home & Kitchen,control
780,238,2025-06-05 00:09:00,purchase,Electronics,control
781,238,2025-06-20 00:00:00,view,Electronics,control
782,239,2025-04-26 00:00:00,view,Beauty,control
782,239,2025-04-26 00:03:00,add_to_cart,Electronics,control
783,240,2025-06-29 00:00:00,view,Books,control
783,240,2025-06-29 00:03:00,add_to_cart,Home & Kitchen,control
784,240,2025-06-08 00:00:00,view,Fashion,control
785,241,2025-03-22 00:00:00,view,Beauty,control
785,241,2025-03-22 00:03:00,add_to_cart,Books,control
785,241,2025-03-22 00:06:00,checkout,Home & Kitchen,control
786,241,2025-03-10 00:00:00,view,Home & Kitchen,control
786,241,2025-03-10 00:03:00,add_to_cart,Books,control
787,241,2025-04-02 00:00:00,view,Electronics,control
787,241,2025-04-02 00:03:00,add_to_cart,Electronics,control
788,241,2025-03-25 00:00:00,view,Sports,control
789,241,2025-05-02 00:00:00,view,Electronics,control
790,241,2025-04-11 00:00:00,view,Electronics,control
791,242,2025-06-30 00:00:00,view,Electronics,control
792,243,2025-03-27 00:00:00,view,Sports,control
792,243,2025-03-27 00:03:00,add_to_cart,Home & Kitchen,control
792,243,2025-03-27 00:06:00,checkout,Fashion,control
792,243,2025-03-27 00:09:00,purchase,Home & Kitchen,control
793,244,2025-06-15 00:00:00,view,Beauty,control
793,244,2025-06-15 00:03:00,add_to_cart,Sports,control
793,244,2025-06-15 00:06:00,checkout,Electronics,control
794,244,2025-06-26 00:00:00,view,Beauty,control
795,245,2025-06-19 00:00:00,view,Fashion,control
796,245,2025-07-05 00:00:00,view,Beauty,control
797,245,2025-06-13 00:00:00,view,Electronics,control
797,245,2025-06-13 00:03:00,add_to_cart,Books,control
798,245,2025-06-26 00:00:00,view,Sports,control
799,246,2025-03-26 00:00:00,view,Fashion,variant
800,246,2025-04-03 00:00:00,view,Fashion,variant
801,246,2025-05-14 00:00:00,view,Books,variant
801,246,2025-05-14 00:03:00,add_to_cart,Sports,variant
802,247,2025-07-22 00:00:00,view,Sports,control
802,247,2025-07-22 00:03:00,add_to_cart,Sports,control
802,247,2025-07-22 00:06:00,checkout,Fashion,control
802,247,2025-07-22 00:09:00,purchase,Fashion,control
803,248,2025-06-01 00:00:00,view,Home & Kitchen,control
804,248,2025-05-14 00:00:00,view,Beauty,control
805,249,2025-08-07 00:00:00,view,Fashion,control
806,249,2025-07-29 00:00:00,view,Beauty,control
807,250,2025-04-04 00:00:00,view,Home & Kitchen,variant
808,250,2025-03-29 00:00:00,view,Beauty,variant
809,250,2025-03-23 00:00:00,view,Fashion,variant
809,250,2025-03-23 00:03:00,add_to_cart,Sports,variant
810,251,2025-04-18 00:00:00,view,Electronics,variant
811,251,2025-05-02 00:00:00,view,Home & Kitchen,variant
812,251,2025-04-16 00:00:00,view,Books,variant
812,251,2025-04-16 00:03:00,add_to_cart,Home & Kitchen,variant
813,251,2025-04-25 00:00:00,view,Beauty,variant
813,251,2025-04-25 00:03:00,add_to_cart,Home & Kitchen,variant
814,252,2025-05-30 00:00:00,view,Books,variant
815,252,2025-05-16 00:00:00,view,Fashion,variant
815,252,2025-05-16 00:03:00,add_to_cart,Electronics,variant
816,252,2025-06-05 00:00:00,view,Sports,variant
816,252,2025-06-05 00:03:00,add_to_cart,Fashion,variant
816,252,2025-06-05 00:06:00,checkout,Fashion,variant
816,252,2025-06-05 00:09:00,purchase,Fashion,variant
817,252,2025-06-05 00:00:00,view,Electronics,variant
818,252,2025-07-21 00:00:00,view,Home & Kitchen,variant
819,253,2025-05-24 00:00:00,view,Books,variant
820,253,2025-07-09 00:00:00,view,Sports,variant
821,254,2025-04-21 00:00:00,view,Books,control
822,254,2025-04-18 00:00:00,view,Electronics,control
823,254,2025-04-16 00:00:00,view,Home & Kitchen,control
823,254,2025-04-16 00:03:00,add_to_cart,Home & Kitchen,control
824,254,2025-04-22 00:00:00,view,Books,control
824,254,2025-04-22 00:03:00,add_to_cart,Electronics,control
824,254,2025-04-22 00:06:00,checkout,Beauty,control
825,254,2025-07-25 00:00:00,view,Beauty,control
825,254,2025-07-25 00:03:00,add_to_cart,Books,control
826,255,2025-07-03 00:00:00,view,Electronics,variant
827,255,2025-06-15 00:00:00,view,Fashion,variant
828,255,2025-06-16 00:00:00,view,Fashion,variant
828,255,2025-06-16 00:03:00,add_to_cart,Books,variant
828,255,2025-06-16 00:06:00,checkout,Sports,variant
828,255,2025-06-16 00:09:00,purchase,Fashion,variant
829,256,2025-03-21 00:00:00,view,Home & Kitchen,control
829,256,2025-03-21 00:03:00,add_to_cart,Fashion,control
830,256,2025-03-13 00:00:00,view,Home & Kitchen,control
831,257,2025-07-09 00:00:00,view,Home & Kitchen,variant
832,257,2025-07-24 00:00:00,view,Beauty,variant
833,258,2025-03-14 00:00:00,view,Electronics,control
834,258,2025-03-07 00:00:00,view,Electronics,control
835,259,2025-04-21 00:00:00,view,Beauty,control
835,259,2025-04-21 00:03:00,add_to_cart,Beauty,control
835,259,2025-04-21 00:06:00,checkout,Books,control
835,259,2025-04-21 00:09:00,purchase,Fashion,control
836,259,2025-05-01 00:00:00,view,Home & Kitchen,control
837,259,2025-04-19 00:00:00,view,Beauty,control
838,259,2025-04-22 00:00:00,view,Fashion,control
839,260,2025-06-07 00:00:00,view,Beauty,variant
839,260,2025-06-07 00:03:00,add_to_cart,Books,variant
840,260,2025-07-22 00:00:00,view,Home & Kitchen,variant
840,260,2025-07-22 00:03:00,add_to_cart,Beauty,variant
840,260,2025-07-22 00:06:00,checkout,Books,variant
841,260,2025-07-19 00:00:00,view,Beauty,variant
