order_id,session_id,customer_id,order_date,category,checkout_variant,order_value
433,2937,907,2025-05-31 00:09:00,Beauty,variant,602.99
434,2946,910,2025-04-10 00:09:00,Books,variant,705.19
435,2949,912,2025-04-22 00:09:00,Beauty,variant,2225.34
436,2957,914,2025-09-01 00:09:00,Books,variant,1962.78
437,2959,914,2025-08-14 00:09:00,Books,variant,1696.29
438,2971,918,2025-07-21 00:09:00,Sports,variant,2222.61
439,2973,919,2025-05-04 00:09:00,Beauty,variant,2236.27
440,2974,919,2025-05-10 00:09:00,Home & Kitchen,variant,1977.79
441,2984,924,2025-04-15 00:09:00,Sports,control,557.19
442,2985,924,2025-03-28 00:09:00,Sports,control,480.78
443,2989,926,2025-08-02 00:09:00,Home & Kitchen,control,1375.58
444,2997,928,2025-04-21 00:09:00,Electronics,variant,2709.55
445,3018,935,2025-05-27 00:09:00,Beauty,control,1352.65
446,3019,936,2025-08-21 00:09:00,Books,control,1427.61
447,3020,936,2025-08-26 00:09:00,Fashion,control,2102.37
448,3025,937,2025-04-17 00:09:00,Electronics,variant,230.88
449,3036,939,2025-06-08 00:09:00,Beauty,control,1428.3
450,3048,943,2025-08-28 00:09:00,Home & Kitchen,control,1289.27
451,3056,946,2025-04-03 00:09:00,Home & Kitchen,variant,1473.86
452,3060,947,2025-08-12 00:09:00,Home & Kitchen,variant,3591.47
453,3064,948,2025-03-27 00:09:00,Sports,variant,1170.23
454,3069,950,2025-04-19 00:09:00,Sports,control,2135.0
455,3072,950,2025-05-01 00:09:00,Beauty,control,1210.05
456,3076,951,2025-05-15 00:09:00,Beauty,control,902.47
457,3092,957,2025-05-07 00:09:00,Books,variant,1301.15
458,3093,957,2025-05-14 00:09:00,Fashion,variant,2837.65
459,3097,958,2025-07-06 00:09:00,Electronics,variant,2451.74
460,3098,959,2025-09-07 00:09:00,Electronics,control,1186.5
461,3107,962,2025-05-22 00:09:00,Electronics,control,695.4
462,3127,966,2025-06-17 00:09:00,Sports,control,2356.72
463,3130,968,2025-04-13 00:09:00,Books,variant,2287.63
464,3141,971,2025-05-14 00:09:00,Sports,variant,1433.36
465,3148,973,2025-06-09 00:09:00,Electronics,variant,688.43
466,3149,973,2025-06-13 00:09:00,Home & Kitchen,variant,2450.56
467,3166,979,2025-06-02 00:09:00,Electronics,variant,1583.15
468,3176,983,2025-06-15 00:09:00,Beauty,control,1550.99
469,3180,984,2025-06-22 00:09:00,Books,control,3344.95
470,3188,987,2025-07-02 00:09:00,Electronics,control,1592.38
471,3189,987,2025-07-21 00:09:00,Fashion,control,2349.62
472,3190,987,2025-08-10 00:09:00,Sports,control,2990.3
473,3193,988,2025-07-27 00:09:00,Fashion,variant,1118.36
474,3196,991,2025-06-05 00:09:00,Fashion,variant,828.53
475,3203,993,2025-05-10 00:09:00,Beauty,variant,1796.25
476,3212,994,2025-05-26 00:09:00,Electronics,control,4186.42
477,3217,997,2025-06-23 00:09:00,Fashion,control,1450.92
478,3227,999,2025-09-05 00:09:00,Books,variant,853.38
479,3237,1003,2025-07-06 00:09:00,Home & Kitchen,variant,933.02
480,3238,1003,2025-07-06 00:09:00,Electronics,variant,1225.18
481,3257,1007,2025-08-22 00:09:00,Books,variant,1444.19
482,3258,1007,2025-09-03 00:09:00,Electronics,variant,2108.72
483,3266,1011,2025-04-29 00:09:00,Beauty,variant,1911.41
484,3278,1017,2025-05-03 00:09:00,Fashion,variant,3112.44
485,3285,1019,2025-04-09 00:09:00,Books,control,1528.37
486,3288,1020,2025-05-05 00:09:00,Sports,variant,2026.31
487,3300,1021,2025-04-02 00:09:00,Fashion,control,3273.3
488,3311,1025,2025-07-31 00:09:00,Electronics,control,1669.3
489,3315,1026,2025-03-12 00:09:00,Sports,variant,297.96
490,3336,1033,2025-08-02 00:09:00,Home & Kitchen,variant,1363.73
491,3341,1035,2025-03-13 00:09:00,Fashion,variant,1483.64
492,3346,1035,2025-07-26 00:09:00,Home & Kitchen,variant,876.44
493,3351,1036,2025-07-10 00:09:00,Electronics,variant,581.92
494,3353,1038,2025-03-23 00:09:00,Home & Kitchen,control,662.48
495,3357,1039,2025-06-22 00:09:00,Sports,variant,3328.62
496,3377,1046,2025-04-02 00:09:00,Sports,variant,2176.35
497,3380,1047,2025-05-07 00:09:00,Beauty,variant,611.69
498,3390,1050,2025-04-05 00:09:00,Books,control,1199.23
499,3397,1052,2025-07-22 00:09:00,Electronics,control,235.06
500,3425,1060,2025-05-21 00:09:00,Fashion,control,1317.65
501,3427,1061,2025-07-30 00:09:00,Beauty,control,533.69
502,3434,1063,2025-04-10 00:09:00,Home & Kitchen,control,2857.73
503,3437,1063,2025-06-04 00:09:00,Sports,control,3501.91
504,3439,1063,2025-07-04 00:09:00,Fashion,control,3599.1
505,3449,1066,2025-06-01 00:09:00,Books,control,783.65
506,3457,1069,2025-05-12 00:09:00,Sports,control,592.99
507,3460,1069,2025-05-04 00:09:00,Beauty,control,1256.56
508,3462,1069,2025-06-08 00:09:00,Home & Kitchen,control,1234.39
509,3484,1077,2025-07-14 00:09:00,Fashion,control,333.48
510,3485,1078,2025-03-15 00:09:00,Home & Kitchen,variant,940.91
511,3491,1080,2025-09-04 00:09:00,Books,variant,1326.57
512,3497,1082,2025-08-20 00:09:00,Beauty,variant,534.1
513,3508,1085,2025-05-03 00:09:00,Home & Kitchen,control,781.29
514,3510,1086,2025-08-13 00:09:00,Electronics,variant,1704.94
515,3512,1086,2025-08-10 00:09:00,Sports,variant,1681.31
516,3532,1095,2025-04-23 00:09:00,Fashion,control,2564.19
517,3533,1096,2025-03-25 00:09:00,Beauty,variant,348.48
518,3534,1096,2025-03-29 00:09:00,Electronics,variant,1542.85
519,3537,1096,2025-03-19 00:09:00,Beauty,variant,2111.83
520,3541,1097,2025-08-27 00:09:00,Sports,control,3393.17
521,3556,1102,2025-06-03 00:09:00,Sports,control,1147.17
522,3567,1105,2025-04-20 00:09:00,Fashion,variant,1334.39
523,3568,1105,2025-04-09 00:09:00,Sports,variant,1136.59
524,3569,1105,2025-07-28 00:09:00,Home & Kitchen,variant,1462.23
525,3577,1107,2025-06-01 00:09:00,Electronics,variant,2660.33
526,3579,1108,2025-09-04 00:09:00,Electronics,control,2439.8
527,3582,1109,2025-08-09 00:09:00,Sports,control,864.99
528,3591,1112,2025-06-14 00:09:00,Beauty,variant,1383.3
529,3614,1118,2025-06-22 00:09:00,Beauty,control,1125.07
530,3623,1120,2025-05-14 00:09:00,Home & Kitchen,variant,1091.07
531,3629,1122,2025-03-24 00:09:00,Sports,variant,1999.34
532,3632,1123,2025-05-04 00:09:00,Beauty,variant,1151.06
533,3634,1124,2025-04-19 00:09:00,Beauty,control,2036.22
534,3639,1124,2025-05-12 00:09:00,Sports,control,1175.07
535,3640,1125,2025-08-01 00:09:00,Beauty,variant,1028.29
536,3648,1129,2025-07-05 00:09:00,Beauty,control,1351.57
537,3650,1130,2025-07-04 00:09:00,Home & Kitchen,variant,4575.75
538,3651,1130,2025-06-30 00:09:00,Sports,variant,801.8
539,3653,1131,2025-06-05 00:09:00,Home & Kitchen,control,932.04
540,3655,1133,2025-07-30 00:09:00,Books,control,455.63
541,3661,1135,2025-06-19 00:09:00,Home & Kitchen,variant,1002.96
542,3663,1136,2025-07-13 00:09:00,Beauty,variant,393.64
543,3670,1139,2025-07-20 00:09:00,Beauty,control,403.15
544,3674,1141,2025-08-29 00:09:00,Electronics,control,1795.15
545,3678,1143,2025-08-23 00:09:00,Home & Kitchen,variant,2182.3
546,3683,1145,2025-04-21 00:09:00,Beauty,control,3776.88
547,3686,1146,2025-05-30 00:09:00,Beauty,variant,820.1
548,3696,1149,2025-07-14 00:09:00,Fashion,control,797.07
549,3706,1152,2025-06-25 00:09:00,Sports,control,2745.11
550,3708,1153,2025-06-13 00:09:00,Beauty,control,1535.72
551,3721,1157,2025-05-29 00:09:00,Electronics,variant,840.07
552,3729,1159,2025-05-18 00:09:00,Beauty,control,2224.25
553,3740,1162,2025-04-30 00:09:00,Books,variant,1428.09
554,3744,1164,2025-07-05 00:09:00,Sports,variant,1400.85
555,3749,1165,2025-07-27 00:09:00,Electronics,variant,3231.76
556,3750,1166,2025-03-21 00:09:00,Home & Kitchen,variant,1867.08
557,3764,1172,2025-07-07 00:09:00,Electronics,variant,1902.1
558,3766,1172,2025-06-12 00:09:00,Sports,variant,2213.22
559,3768,1173,2025-06-05 00:09:00,Electronics,variant,1387.17
560,3770,1174,2025-05-03 00:09:00,Sports,variant,2191.11
561,3773,1175,2025-03-07 00:09:00,Books,variant,3324.51
562,3775,1177,2025-04-06 00:09:00,Books,control,1404.43
563,3779,1177,2025-05-11 00:09:00,Electronics,control,1761.09
564,3794,1180,2025-04-23 00:09:00,Fashion,variant,851.82
565,3804,1183,2025-07-30 00:09:00,Sports,variant,955.51
566,3812,1186,2025-07-28 00:09:00,Books,control,1270.34
567,3814,1187,2025-04-04 00:09:00,Sports,variant,1326.7
568,3829,1193,2025-05-02 00:09:00,Home & Kitchen,variant,498.13
569,3831,1193,2025-05-09 00:09:00,Home & Kitchen,variant,3442.75
570,3838,1195,2025-07-31 00:09:00,Books,variant,2270.26
571,3848,1200,2025-07-22 00:09:00,Electronics,control,1659.13
572,3849,1200,2025-07-05 00:09:00,Books,control,822.39
573,3854,1200,2025-07-02 00:09:00,Sports,control,1729.88
574,3855,1201,2025-08-14 00:09:00,Home & Kitchen,variant,1201.6
575,3862,1204,2025-08-08 00:09:00,Electronics,control,1990.81
576,3863,1205,2025-06-26 00:09:00,Books,control,668.08
577,3870,1207,2025-07-09 00:09:00,Beauty,variant,2842.72
578,3880,1210,2025-07-30 00:09:00,Home & Kitchen,control,283.19
579,3888,1212,2025-07-16 00:09:00,Home & Kitchen,variant,1316.11
580,3893,1214,2025-08-27 00:09:00,Electronics,control,2729.13
581,3895,1215,2025-04-08 00:09:00,Electronics,control,4889.3
582,3904,1217,2025-07-05 00:09:00,Sports,variant,817.43
583,3906,1217,2025-07-08 00:09:00,Books,variant,1304.79
584,3907,1218,2025-07-18 00:09:00,Sports,control,674.88
585,3921,1225,2025-05-19 00:09:00,Fashion,control,967.28
586,3925,1226,2025-08-11 00:09:00,Home & Kitchen,control,1616.65
587,3926,1226,2025-08-15 00:09:00,Home & Kitchen,control,586.92
588,3928,1227,2025-03-17 00:09:00,Home & Kitchen,control,3167.71
589,3935,1229,2025-03-19 00:09:00,Fashion,variant,1093.38
590,3939,1230,2025-04-29 00:09:00,Books,variant,1962.37
591,3940,1230,2025-04-22 00:09:00,Beauty,variant,3321.69
592,3946,1233,2025-08-13 00:09:00,Sports,control,645.49
593,3956,1235,2025-06-23 00:09:00,Fashion,variant,2077.49
594,3957,1235,2025-06-15 00:09:00,Fashion,variant,2328.09
595,3962,1236,2025-06-07 00:09:00,Books,variant,623.58
596,3969,1237,2025-06-23 00:09:00,Beauty,control,726.39
597,3971,1237,2025-06-19 00:09:00,Fashion,control,1636.89
598,3974,1238,2025-03-29 00:09:00,Beauty,variant,3141.65
599,3998,1248,2025-06-15 00:09:00,Beauty,control,2498.07
600,4013,1255,2025-07-05 00:09:00,Sports,control,904.71
601,4017,1256,2025-05-27 00:09:00,Beauty,control,2258.22
602,4022,1257,2025-05-27 00:09:00,Sports,control,759.22
603,4032,1259,2025-07-04 00:09:00,Sports,control,3234.56
604,4035,1259,2025-07-02 00:09:00,Electronics,control,1000.36
605,4046,1263,2025-05-21 00:09:00,Books,variant,1078.23
606,4048,1263,2025-05-28 00:09:00,Electronics,variant,523.73
607,4060,1267,2025-04-18 00:09:00,Books,variant,811.62
608,4066,1268,2025-05-22 00:09:00,Fashion,variant,1572.31
609,4068,1268,2025-07-19 00:09:00,Sports,variant,1004.35
610,4078,1270,2025-07-10 00:09:00,Fashion,control,502.53
611,4079,1270,2025-08-01 00:09:00,Electronics,control,1000.25
612,4083,1272,2025-03-22 00:09:00,Home & Kitchen,control,4203.4
613,4087,1273,2025-08-24 00:09:00,Sports,variant,3207.96
614,4089,1273,2025-08-22 00:09:00,Sports,variant,1864.5
615,4090,1274,2025-07-15 00:09:00,Beauty,control,1781.54
616,4093,1275,2025-07-21 00:09:00,Books,control,3098.12
617,4094,1275,2025-08-02 00:09:00,Electronics,control,1902.06
618,4134,1291,2025-04-25 00:09:00,Fashion,variant,1568.64
619,4136,1291,2025-05-06 00:09:00,Beauty,variant,2078.89
620,4141,1292,2025-09-03 00:09:00,Electronics,control,899.75
621,4155,1294,2025-06-28 00:09:00,Sports,variant,1588.27
622,4156,1294,2025-07-30 00:09:00,Beauty,variant,1746.42
623,4158,1295,2025-09-07 00:09:00,Sports,control,1319.7
624,4162,1296,2025-06-26 00:09:00,Electronics,variant,1634.35
625,4167,1298,2025-07-19 00:09:00,Fashion,variant,1162.49
626,4171,1299,2025-06-05 00:09:00,Beauty,variant,754.59
627,4181,1300,2025-08-18 00:09:00,Beauty,variant,1048.13
628,4184,1302,2025-06-11 00:09:00,Sports,variant,1674.11
629,4195,1305,2025-07-24 00:09:00,Electronics,variant,1561.37
630,4198,1306,2025-08-12 00:09:00,Electronics,variant,1678.6
631,4207,1311,2025-07-19 00:09:00,Home & Kitchen,control,1273.81
632,4210,1312,2025-06-06 00:09:00,Electronics,variant,430.23
633,4211,1312,2025-06-02 00:09:00,Books,variant,1971.53
634,4215,1314,2025-08-18 00:09:00,Sports,control,1429.76
635,4216,1314,2025-08-18 00:09:00,Beauty,control,1980.52
636,4232,1319,2025-07-03 00:09:00,Electronics,variant,1606.49
637,4238,1321,2025-06-28 00:09:00,Beauty,control,1051.49
638,4244,1323,2025-07-04 00:09:00,Home & Kitchen,variant,1491.26
639,4257,1328,2025-03-21 00:09:00,Electronics,control,4503.91
640,4267,1332,2025-07-27 00:09:00,Beauty,variant,2633.13
641,4270,1333,2025-05-16 00:09:00,Beauty,control,1769.68
642,4273,1333,2025-07-01 00:09:00,Electronics,control,5469.36
643,4277,1334,2025-07-26 00:09:00,Home & Kitchen,control,948.86
644,4278,1334,2025-08-07 00:09:00,Electronics,control,1268.17
645,4285,1338,2025-04-22 00:09:00,Beauty,control,1564.26
646,4287,1339,2025-08-01 00:09:00,Books,variant,794.01
647,4288,1339,2025-07-17 00:09:00,Fashion,variant,3964.13
648,4295,1341,2025-06-12 00:09:00,Sports,variant,4177.17
649,4298,1342,2025-03-18 00:09:00,Electronics,control,2208.13
650,4299,1342,2025-04-06 00:09:00,Fashion,control,385.05
651,4313,1348,2025-07-19 00:09:00,Home & Kitchen,control,551.22
652,4323,1351,2025-03-29 00:09:00,Home & Kitchen,control,1823.67
653,4324,1351,2025-03-16 00:09:00,Books,control,3219.48
654,4339,1355,2025-04-24 00:09:00,Home & Kitchen,control,1153.89
655,4342,1357,2025-06-15 00:09:00,Sports,variant,1933.73
656,4344,1357,2025-06-11 00:09:00,Fashion,variant,3001.38
657,4350,1359,2025-03-28 00:09:00,Books,control,907.46
658,4353,1359,2025-07-15 00:09:00,Sports,control,2848.12
659,4362,1360,2025-07-02 00:09:00,Home & Kitchen,control,1272.74
660,4365,1362,2025-03-23 00:09:00,Electronics,control,1368.05
661,4368,1362,2025-05-01 00:09:00,Electronics,control,1762.11
662,4372,1363,2025-06-02 00:09:00,Fashion,variant,758.06
663,4384,1369,2025-08-25 00:09:00,Electronics,variant,2010.89
664,4388,1369,2025-08-28 00:09:00,Sports,variant,998.25
665,4392,1370,2025-07-22 00:09:00,Fashion,variant,834.96
666,4395,1371,2025-08-22 00:09:00,Electronics,control,1220.67
667,4396,1372,2025-06-08 00:09:00,Electronics,control,704.89
668,4398,1373,2025-05-16 00:09:00,Electronics,control,779.67
669,4406,1376,2025-08-24 00:09:00,Home & Kitchen,control,2369.52
670,4425,1382,2025-07-09 00:09:00,Electronics,control,1916.97
671,4432,1384,2025-08-26 00:09:00,Fashion,variant,1372.55
672,4433,1384,2025-08-26 00:09:00,Home & Kitchen,variant,823.78
673,4448,1388,2025-06-28 00:09:00,Electronics,variant,2125.66
674,4452,1390,2025-09-08 00:09:00,Sports,control,2791.11
675,4454,1390,2025-08-24 00:09:00,Books,control,5605.15
676,4457,1391,2025-05-13 00:09:00,Electronics,control,2932.68
677,4460,1392,2025-07-30 00:09:00,Home & Kitchen,control,1159.78
678,4462,1392,2025-07-13 00:09:00,Home & Kitchen,control,738.04
679,4465,1394,2025-07-27 00:09:00,Electronics,control,1431.67
680,4468,1395,2025-05-06 00:09:00,Electronics,variant,2784.59
681,4478,1398,2025-08-05 00:09:00,Home & Kitchen,variant,1156.73
682,4481,1399,2025-03-31 00:09:00,Fashion,control,481.08
683,4494,1402,2025-05-13 00:09:00,Home & Kitchen,variant,1942.15
684,4495,1402,2025-05-10 00:09:00,Fashion,variant,1207.68
685,4499,1402,2025-06-07 00:09:00,Sports,variant,810.81
686,4519,1407,2025-06-03 00:09:00,Fashion,variant,2982.21
687,4523,1409,2025-05-01 00:09:00,Electronics,variant,848.99
688,4527,1410,2025-05-08 00:09:00,Books,control,1134.09
689,4531,1411,2025-06-08 00:09:00,Sports,control,1030.22
690,4535,1411,2025-06-15 00:09:00,Books,control,500.44
691,4546,1415,2025-06-21 00:09:00,Sports,variant,1348.28
692,4549,1415,2025-07-14 00:09:00,Electronics,variant,457.59
693,4559,1419,2025-08-30 00:09:00,Sports,variant,715.69
694,4560,1420,2025-05-18 00:09:00,Books,variant,809.24
695,4570,1423,2025-06-19 00:09:00,Books,variant,590.08
696,4581,1427,2025-07-28 00:09:00,Beauty,variant,1858.42
697,4589,1430,2025-08-02 00:09:00,Home & Kitchen,variant,1616.66
698,4602,1434,2025-07-07 00:09:00,Books,variant,1981.17
699,4604,1435,2025-05-08 00:09:00,Books,variant,520.53
700,4610,1436,2025-06-11 00:09:00,Fashion,variant,2483.53
701,4612,1437,2025-05-21 00:09:00,Books,control,2546.36
702,4623,1438,2025-06-29 00:09:00,Electronics,control,2710.06
703,4625,1439,2025-04-20 00:09:00,Beauty,variant,1503.83
704,4633,1442,2025-06-20 00:09:00,Sports,control,1438.55
705,4644,1446,2025-03-15 00:09:00,Electronics,control,1973.77
706,4645,1446,2025-03-13 00:09:00,Electronics,control,2912.47
707,4667,1454,2025-05-10 00:09:00,Sports,control,1426.79
708,4675,1457,2025-08-29 00:09:00,Electronics,control,1259.95
709,4686,1460,2025-07-05 00:09:00,Electronics,control,1692.69
710,4692,1461,2025-08-03 00:09:00,Home & Kitchen,control,1436.37
711,4693,1461,2025-08-03 00:09:00,Sports,control,431.08
712,4699,1463,2025-06-27 00:09:00,Fashion,variant,1298.46
713,4705,1464,2025-07-12 00:09:00,Home & Kitchen,control,1533.69
714,4714,1466,2025-04-27 00:09:00,Fashion,variant,1842.73
715,4715,1467,2025-06-26 00:09:00,Home & Kitchen,control,1878.94
716,4729,1469,2025-07-29 00:09:00,Books,variant,1632.71
717,4754,1478,2025-06-20 00:09:00,Home & Kitchen,variant,2271.48
718,4759,1479,2025-04-04 00:09:00,Beauty,variant,3836.19
719,4766,1480,2025-07-06 00:09:00,Sports,variant,1398.73
720,4771,1481,2025-08-14 00:09:00,Sports,variant,1865.1
721,4781,1483,2025-04-19 00:09:00,Books,control,3116.81
722,4789,1485,2025-05-17 00:09:00,Beauty,control,1385.58
723,4791,1485,2025-05-20 00:09:00,Books,control,1567.2
724,4796,1487,2025-03-07 00:09:00,Books,variant,415.11
725,4808,1491,2025-04-19 00:09:00,Beauty,control,1256.18
726,4814,1493,2025-03-24 00:09:00,Home & Kitchen,control,1738.65
727,4819,1495,2025-06-22 00:09:00,Home & Kitchen,variant,1671.52
728,4840,1501,2025-07-13 00:09:00,Books,variant,1450.17
729,4843,1502,2025-04-07 00:09:00,Beauty,variant,1158.63
730,4848,1503,2025-03-31 00:09:00,Electronics,control,1717.64
731,4853,1504,2025-07-09 00:09:00,Sports,variant,2836.3
732,4859,1506,2025-05-14 00:09:00,Books,control,1190.69
733,4870,1509,2025-08-27 00:09:00,Fashion,variant,749.45
734,4885,1515,2025-05-29 00:09:00,Electronics,control,2728.88
735,4896,1519,2025-05-28 00:09:00,Beauty,control,1786.83
736,4904,1522,2025-08-03 00:09:00,Sports,control,687.5
737,4905,1522,2025-08-04 00:09:00,Home & Kitchen,control,2113.3
738,4909,1523,2025-05-11 00:09:00,Beauty,variant,2290.75
739,4910,1523,2025-05-16 00:09:00,Beauty,variant,622.47
740,4913,1523,2025-07-25 00:09:00,Home & Kitchen,variant,1984.21
741,4917,1524,2025-04-11 00:09:00,Books,control,2528.37
742,4923,1525,2025-08-01 00:09:00,Books,variant,867.85
743,4929,1526,2025-03-30 00:09:00,Electronics,variant,1159.05
744,4931,1527,2025-05-12 00:09:00,Home & Kitchen,control,144.46
745,4943,1531,2025-03-22 00:09:00,Fashion,variant,2736.77
746,4944,1532,2025-04-21 00:09:00,Fashion,control,2435.06
747,4950,1532,2025-05-08 00:09:00,Beauty,control,1314.21
748,4953,1533,2025-08-23 00:09:00,Beauty,control,2008.34
749,4960,1537,2025-04-24 00:09:00,Sports,control,1179.78
750,4974,1539,2025-08-14 00:09:00,Fashion,variant,2774.84
751,4976,1540,2025-08-08 00:09:00,Fashion,variant,650.11
752,4985,1543,2025-04-04 00:09:00,Electronics,control,619.61
753,4996,1547,2025-07-15 00:09:00,Electronics,variant,1728.97
754,5005,1549,2025-06-30 00:09:00,Books,control,1553.96
755,5010,1551,2025-04-19 00:09:00,Sports,control,5659.65
756,5019,1555,2025-05-24 00:09:00,Home & Kitchen,variant,1914.4
757,5020,1555,2025-05-25 00:09:00,Books,variant,774.13
758,5021,1555,2025-06-17 00:09:00,Beauty,variant,1104.23
759,5022,1555,2025-06-30 00:09:00,Electronics,variant,952.91
760,5026,1556,2025-04-03 00:09:00,Sports,control,890.72
761,5031,1559,2025-08-28 00:09:00,Beauty,variant,1750.83
762,5033,1559,2025-08-16 00:09:00,Home & Kitchen,variant,1313.73
763,5034,1559,2025-08-25 00:09:00,Home & Kitchen,variant,1153.48
764,5045,1561,2025-06-08 00:09:00,Sports,variant,3264.84
765,5047,1562,2025-04-03 00:09:00,Beauty,variant,1615.51
766,5051,1563,2025-05-06 00:09:00,Books,control,176.15
767,5068,1568,2025-06-19 00:09:00,Books,variant,2664.06
768,5079,1570,2025-08-10 00:09:00,Fashion,variant,4721.59
769,5097,1576,2025-05-03 00:09:00,Sports,control,800.43
770,5105,1579,2025-04-08 00:09:00,Home & Kitchen,variant,2894.56
771,5107,1580,2025-06-22 00:09:00,Books,variant,694.37
772,5108,1580,2025-06-10 00:09:00,Home & Kitchen,variant,430.73
773,5111,1581,2025-04-19 00:09:00,Beauty,control,785.71
774,5114,1581,2025-06-29 00:09:00,Home & Kitchen,control,1375.03
775,5131,1585,2025-06-22 00:09:00,Books,variant,2150.12
776,5133,1585,2025-07-03 00:09:00,Home & Kitchen,variant,937.21
777,5151,1591,2025-07-12 00:09:00,Beauty,control,988.64
778,5157,1594,2025-04-01 00:09:00,Fashion,variant,1460.99
779,5163,1595,2025-08-09 00:09:00,Books,control,1286.63
780,5172,1599,2025-08-28 00:09:00,Electronics,variant,3492.51
781,5176,1600,2025-07-22 00:09:00,Sports,control,1843.29
782,5183,1602,2025-08-13 00:09:00,Beauty,control,1345.25
783,5190,1604,2025-05-30 00:09:00,Beauty,variant,2965.26
784,5198,1608,2025-07-06 00:09:00,Fashion,control,2857.04
785,5202,1609,2025-06-07 00:09:00,Books,control,1332.21
786,5214,1615,2025-03-19 00:09:00,Books,variant,2932.99
787,5222,1615,2025-06-17 00:09:00,Electronics,variant,2477.8
788,5233,1619,2025-03-31 00:09:00,Fashion,control,2290.6
789,5250,1622,2025-04-07 00:09:00,Beauty,control,795.24
790,5257,1624,2025-03-31 00:09:00,Electronics,variant,1363.35
791,5270,1628,2025-07-20 00:09:00,Home & Kitchen,variant,1596.91
792,5271,1629,2025-06-04 00:09:00,Home & Kitchen,control,1216.83
793,5277,1632,2025-08-28 00:09:00,Home & Kitchen,variant,1479.62
794,5284,1635,2025-05-30 00:09:00,Sports,control,1787.07
795,5302,1638,2025-07-02 00:09:00,Fashion,variant,434.03
796,5309,1639,2025-04-07 00:09:00,Beauty,variant,1484.04
797,5330,1645,2025-04-12 00:09:00,Sports,variant,2838.95
798,5342,1648,2025-07-03 00:09:00,Home & Kitchen,control,3029.13
799,5345,1648,2025-08-16 00:09:00,Home & Kitchen,control,444.03
800,5352,1650,2025-09-13 00:09:00,Sports,variant,3066.38
801,5359,1652,2025-07-28 00:09:00,Beauty,variant,749.07
802,5363,1653,2025-03-11 00:09:00,Electronics,variant,2201.05
803,5378,1658,2025-09-11 00:09:00,Home & Kitchen,variant,1751.93
804,5388,1661,2025-06-21 00:09:00,Home & Kitchen,variant,4094.52
805,5389,1661,2025-06-26 00:09:00,Beauty,variant,587.16
806,5399,1663,2025-05-12 00:09:00,Sports,control,5873.73
807,5402,1663,2025-08-17 00:09:00,Sports,control,2327.5
808,5404,1664,2025-06-25 00:09:00,Fashion,control,1855.46
809,5405,1664,2025-06-18 00:09:00,Books,control,933.16
810,5406,1664,2025-06-17 00:09:00,Beauty,control,930.57
811,5419,1669,2025-06-28 00:09:00,Sports,control,2931.76
812,5424,1671,2025-07-22 00:09:00,Books,control,1836.11
813,5427,1672,2025-07-09 00:09:00,Books,variant,451.86
814,5428,1672,2025-07-05 00:09:00,Sports,variant,1408.94
815,5432,1672,2025-07-26 00:09:00,Fashion,variant,3112.82
816,5433,1672,2025-07-31 00:09:00,Fashion,variant,548.86
817,5438,1675,2025-07-21 00:09:00,Fashion,control,2166.93
818,5440,1676,2025-08-16 00:09:00,Books,control,2030.63
819,5447,1678,2025-05-31 00:09:00,Home & Kitchen,variant,2732.28
820,5462,1682,2025-05-02 00:09:00,Beauty,control,1579.6
821,5464,1682,2025-06-09 00:09:00,Fashion,control,966.59
822,5494,1694,2025-06-02 00:09:00,Fashion,control,2646.86
823,5501,1696,2025-07-03 00:09:00,Home & Kitchen,variant,1532.35
824,5504,1697,2025-05-28 00:09:00,Electronics,variant,901.49
825,5510,1698,2025-07-05 00:09:00,Electronics,variant,1699.4
826,5544,1709,2025-05-12 00:09:00,Sports,control,3224.78
827,5547,1710,2025-05-10 00:09:00,Sports,variant,322.54
828,5548,1711,2025-05-30 00:09:00,Electronics,variant,1287.06
829,5553,1714,2025-07-28 00:09:00,Books,control,1626.66
830,5557,1715,2025-07-04 00:09:00,Beauty,variant,2406.57
831,5561,1717,2025-06-16 00:09:00,Fashion,control,1128.96
832,5563,1718,2025-08-02 00:09:00,Books,variant,2704.49
833,5564,1718,2025-08-12 00:09:00,Books,variant,1067.03
834,5570,1720,2025-06-16 00:09:00,Books,variant,1047.02
835,5572,1721,2025-03-29 00:09:00,Fashion,control,1204.13
836,5576,1723,2025-06-20 00:09:00,Beauty,variant,2230.66
837,5583,1725,2025-06-27 00:09:00,Electronics,control,1135.68
838,5593,1729,2025-06-07 00:09:00,Home & Kitchen,variant,1147.71
839,5599,1732,2025-08-05 00:09:00,Fashion,control,688.98
840,5603,1734,2025-09-02 00:09:00,Books,control,894.85
841,5610,1735,2025-08-28 00:09:00,Fashion,variant,1845.73
842,5611,1736,2025-08-05 00:09:00,Books,variant,1881.42
843,5619,1738,2025-08-21 00:09:00,Sports,variant,1445.13
844,5621,1740,2025-04-03 00:09:00,Sports,variant,1464.24
845,5630,1741,2025-07-21 00:09:00,Books,variant,821.23
846,5635,1743,2025-06-18 00:09:00,Beauty,variant,2174.44
847,5659,1753,2025-07-24 00:09:00,Sports,variant,1274.41
848,5664,1754,2025-05-10 00:09:00,Fashion,variant,1811.77
849,5681,1759,2025-06-21 00:09:00,Sports,control,2921.9
850,5710,1768,2025-06-04 00:09:00,Books,variant,2119.45
851,5712,1768,2025-05-29 00:09:00,Fashion,variant,1721.66
